대분류,신용체크구분,개인법인구분,중분류,소분류,롯데카드,비씨카드,비씨카드 기타,삼성카드,신한카드,우리카드,하나카드,현대카드,KB국민카드,NH농협카드,합계,기준년월
국내이용금액,신용카드,법인,일시불,구매전용,9126767,489005,191339,4402660,2729719,3292274,1497990,6315844,0,185025,28039284,202210
국내이용금액,신용카드,법인,할부,일반,9746,1285788,315202,38926,22446,153679,157416,8090,149438,643088,2468617,202210
국내이용금액,신용카드,법인,할부,국세/지방세등,53476,1332257,65803,50,0,35576,179268,6551,34748,189974,1831900,202210
국내이용금액,신용카드,법인,할부,구매전용,0,14917,5483,0,0,0,0,4126,0,0,19043,202210
국내이용금액,직불/체크카드,개인,일반,일반,664414,14924571,19264879,772612,19871581,13899826,8999583,315436,24250914,39700077,123399014,202210
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,1803,87139,78131,5239,1068454,61315,35386,808,1112040,189180,2561364,202210
국내이용금액,직불/체크카드,법인,일반,일반,1155,3478450,4540099,23247,2942504,3695345,2211481,181117,4057528,5674891,22265718,202210
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,2683966,666836,77,15296,300259,580839,1187,505030,222570,4309224,202210
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,549720,0,0,8999,0,0,558719,202210
해외이용금액,신용카드,개인,일시불,일반,557941,229669,679878,1396379,1295476,579157,630561,1130498,1200052,270604,7290337,202210
해외이용금액,신용카드,개인,할부,일반,0,0,0,102177,74571,0,0,99828,0,0,276576,202210
해외이용금액,신용카드,개인,현금서비스,현금서비스,4992,4538,11886,12625,16643,10450,9405,8349,19023,4627,90652,202210
해외이용금액,신용카드,법인,일시불,일반,407188,642519,431902,508011,504495,350398,366613,191242,451350,90034,3511850,202210
해외이용금액,신용카드,법인,현금서비스,현금서비스,22,3128,223,145,48,211,406,0,95,171,4226,202210
해외이용금액,직불/체크카드,개인,일반,일반,1006,68500,219525,4159,559053,392577,412169,0,307971,240509,1985944,202210
해외이용금액,직불/체크카드,법인,일반,일반,0,141746,138933,0,160465,138933,185815,0,121024,39063,787046,202210
회원수,신용카드,개인,전체회원수,합계,8899,4906,10044,12495,14182,6946,5745,11218,11403,8303,-,202210
회원수,신용카드,개인,전체회원수,본인기준회원수,8602,4883,9960,12265,13764,6904,5644,10901,11156,0,-,202210
회원수,신용카드,개인,신규회원수(월중),합계,104,90,108,132,119,83,67,166,118,102,-,202210
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,104,90,107,130,112,82,66,163,115,0,-,202210
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),62,42,78,86,88,51,50,60,70,56,-,202210
회원수,신용카드,개인,전체이용회원수,합계,6207,2464,6966,9858,11215,5058,3974,8715,8945,0,-,202210
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6186,2456,6940,9847,11192,5044,3962,8698,8896,0,-,202210
회원수,신용카드,개인,사용가능회원수(월말),합계,8188,4656,9706,11433,13163,6118,5015,10352,10419,8174,-,202210
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,7957,4634,9627,11238,12813,6081,4922,10077,10194,0,-,202210
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),0,6,8,0,3,7,5,0,8,1,-,202210
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,10,3,0,3,2,0,0,4,4,-,202210
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),34,779,526,43,179,257,203,36,446,877,-,202210
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,521,10791,12743,555,19839,9264,9910,120,16241,0,-,202210
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,34,1047,1505,47,419,1091,581,20,855,0,-,202210
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,504,9115,10812,504,14188,7536,7832,119,13554,0,-,202210
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,31,773,839,33,210,456,275,18,304,0,-,202210
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),374,8288,8665,274,7736,5208,5905,105,8430,0,-,202210
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,869,504,3,327,318,221,21,666,0,-,202210
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,0,55,49,0,57,11,10,4,114,0,-,202210
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1327,715,1,139,117,104,9,402,0,-,202210
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,183,80,0,82,2,3,2,20,0,-,202210
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,554,191,1,162,107,59,8,320,0,-,202210
금융자산,,,현금서비스잔액,현금서비스잔액,749794,1134,0,1141996,1716054,716569,401302,611679,1214217,421829,6974574,202210
금융자산,,,합계,합계,4035519,2089,0,5886835,8146245,2944935,2630919,4903583,6284151,2693628,37527904,202210
금융자산,,,대환대출잔액,대환대출잔액,22296,0,0,85541,315537,118547,63829,144211,242049,18141,1010151,202210
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,940365,2025,0,1185772,1444856,435092,428711,1286430,1354406,85836,7163493,202210
국내이용금액,신용카드,개인,일시불,일반,14388954,4253825,14326497,24386187,29541838,10431181,9375693,24868100,23525561,11718952,152490291,202204
국내이용금액,신용카드,개인,일시불,국세/지방세등,302764,60340,237927,2107132,3253503,200038,153852,296159,2071015,136792,8581595,202204
국내이용금액,신용카드,개인,할부,일반,3883384,955420,3304637,9787035,7819461,2745602,1824678,6807595,6207955,2837099,42868229,202204
국내이용금액,신용카드,개인,할부,국세/지방세등,201748,94827,393962,973788,761672,324249,200497,641140,589123,231772,4018816,202204
국내이용금액,신용카드,개인,현금서비스,현금서비스,1825853,337054,2457449,3039494,4354226,1935978,995255,1722622,3067804,1095077,18373363,202204
국내이용금액,신용카드,개인,카드론,카드론,1713681,162,0,3213219,3758806,1179166,716125,2353627,2552415,1111859,16599060,202204
국내이용금액,신용카드,법인,일시불,일반,1903485,6338460,7207999,3173431,4243394,3467769,2833958,2881893,4404992,3938190,33185572,202204
국내이용금액,신용카드,법인,일시불,국세/지방세등,307426,526571,1532639,871837,236642,1440785,1895690,1625142,2157575,139566,9201234,202204
국내이용금액,신용카드,법인,일시불,구매전용,3362132,227279,90440,1737266,1004199,1872712,418673,2416457,0,89606,11128324,202204
국내이용금액,신용카드,법인,할부,일반,4012,528629,130147,14120,9225,61786,61234,3205,58403,261337,1001951,202204
국내이용금액,신용카드,법인,할부,국세/지방세등,52832,596325,29058,18,0,16156,82587,2920,13987,78374,843199,202204
국내이용금액,신용카드,법인,할부,구매전용,0,5316,919,0,0,0,0,2065,0,0,7381,202204
국내이용금액,직불/체크카드,개인,일반,일반,251687,5549724,7192907,292338,7425927,5188078,3288650,121259,9052205,14503916,45673784,202204
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,604,32989,28146,1799,465586,21314,12253,296,487549,74504,1096894,202204
국내이용금액,직불/체크카드,법인,일반,일반,440,1253035,1597589,8530,1025608,1371817,806579,63999,1488857,1947643,7966508,202204
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,913905,262135,30,6190,117297,199366,367,145893,67157,1450205,202204
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,225927,0,0,1001,0,0,226928,202204
해외이용금액,신용카드,개인,일시불,일반,192106,76865,230755,456493,426092,195933,209370,343363,404945,89100,2394267,202204
해외이용금액,신용카드,개인,할부,일반,0,0,0,31514,24358,0,0,31318,0,0,87190,202204
해외이용금액,신용카드,개인,현금서비스,현금서비스,1655,1458,3877,3763,5330,3489,3209,2302,6326,1313,28845,202204
해외이용금액,신용카드,법인,일시불,일반,133144,218891,135847,189972,154652,110865,113168,59416,149514,29345,1158967,202204
해외이용금액,신용카드,법인,현금서비스,현금서비스,6,1116,68,51,0,65,160,0,32,50,1480,202204
해외이용금액,직불/체크카드,개인,일반,일반,233,24438,75478,1543,190273,133582,123590,0,109288,85938,668885,202204
해외이용금액,직불/체크카드,법인,일반,일반,0,57136,54912,0,67803,54912,76938,0,48109,18699,323597,202204
회원수,신용카드,개인,전체회원수,합계,8675,4567,9868,12238,13978,6764,5661,10753,11071,8062,-,202204
회원수,신용카드,개인,전체회원수,본인기준회원수,8353,4541,9780,11998,13572,6720,5555,10422,10804,0,-,202204
회원수,신용카드,개인,신규회원수(월중),합계,95,76,96,127,115,77,65,124,129,100,-,202204
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,95,77,95,126,109,77,65,122,126,0,-,202204
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),66,34,80,91,98,56,50,57,56,65,-,202204
회원수,신용카드,개인,전체이용회원수,합계,5977,2497,6919,9572,11093,4946,3958,8347,8623,0,-,202204
회원수,신용카드,개인,전체이용회원수,신판이용회원수,5956,2489,6893,9559,11068,4931,3945,8330,8577,0,-,202204
회원수,신용카드,개인,사용가능회원수(월말),합계,8033,4444,9560,11279,13084,6070,5047,10059,10194,7942,-,202204
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,7779,4422,9476,11073,12731,6032,4948,9765,9963,0,-,202204
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),0,8,4,1,4,3,2,0,12,2,-,202204
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,8,3,0,4,2,3,0,1,6,-,202204
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),33,794,512,44,185,244,191,37,427,900,-,202204
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,584,10947,13176,624,19925,9535,9981,100,16241,0,-,202204
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,37,1081,1439,55,379,989,588,17,780,0,-,202204
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,564,9253,11147,563,14251,7729,7870,100,13524,0,-,202204
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,34,799,828,37,201,424,278,16,263,0,-,202204
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),425,8432,8983,311,7866,5378,5951,90,8532,0,-,202204
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,861,505,3,322,319,208,20,676,0,-,202204
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,0,55,50,0,55,11,9,4,117,0,-,202204
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1340,701,1,136,118,96,8,406,0,-,202204
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,180,74,0,79,2,3,2,20,0,-,202204
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,552,192,1,158,108,56,7,328,0,-,202204
금융자산,,,현금서비스잔액,현금서비스잔액,677294,564,0,1089900,1577931,688944,372867,562046,1115423,378243,6463212,202204
금융자산,,,합계,합계,3861001,159,0,6074484,8032575,2919675,2223778,4800833,6004066,2572982,36489553,202204
금융자산,,,대환대출잔액,대환대출잔액,17747,0,0,89461,301372,87890,58939,145772,229094,18602,948877,202204
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,801314,7,0,1058869,1311190,386255,401743,1095455,1219131,67162,6341126,202204
국내이용금액,신용카드,개인,일시불,일반,46013701,13590606,46230456,79852184,94416981,33525640,31020381,82622621,74953703,38228103,494223920,202212
국내이용금액,신용카드,개인,일시불,국세/지방세등,1097266,210841,785892,6300724,10435164,665617,498033,942297,6250231,466230,26866403,202212
국내이용금액,신용카드,개인,할부,일반,12703678,3118339,10395915,30172734,24225885,8815437,6295201,21950112,19687035,9051691,136020112,202212
국내이용금액,신용카드,개인,할부,국세/지방세등,618464,347006,1309410,2848216,2398631,1069525,801906,1766664,1936877,842444,12629733,202212
국내이용금액,신용카드,개인,현금서비스,현금서비스,5758417,1013685,7349340,9549657,13524699,5778316,3086041,5117937,9412333,3394746,56635831,202212
국내이용금액,신용카드,개인,카드론,카드론,4601885,5654,0,8235829,10051095,2895741,3057143,6123084,7116516,3092114,45179061,202212
국내이용금액,신용카드,법인,일시불,일반,5754004,20860739,22070100,10373620,14066458,11417437,9741951,9061275,15131853,13447413,109854750,202212
국내이용금액,신용카드,법인,일시불,국세/지방세등,964475,1689884,3376030,5567942,716931,2971379,5740691,5631506,7842828,570714,31696350,202212
국내이용금액,신용카드,법인,일시불,구매전용,11189584,567265,243076,5243838,3156681,4096319,1647219,7551491,0,225067,33677464,202212
국내이용금액,신용카드,법인,할부,일반,11663,1561481,380159,44477,26028,184685,196661,9513,184360,774727,2993595,202212
국내이용금액,신용카드,법인,할부,국세/지방세등,53655,1502631,75812,52,0,41033,215014,7514,40753,219908,2080560,202212
국내이용금액,신용카드,법인,할부,구매전용,0,19119,10419,0,0,0,0,29477,0,0,48596,202212
국내이용금액,직불/체크카드,개인,일반,일반,812468,17915021,23273946,926931,23839753,16719943,10910650,390232,29159666,48019971,148694635,202212
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,1988,101308,89271,5828,1203895,69888,40973,897,1245990,219599,2890366,202212
국내이용금액,직불/체크카드,법인,일반,일반,1383,4263731,5662325,28552,3593572,4511818,2685748,227217,4968249,7170082,27450352,202212
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,3020158,765903,77,18305,344147,648429,1289,576211,254911,4863527,202212
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,670420,0,0,13632,0,0,684052,202212
해외이용금액,신용카드,개인,일시불,일반,693838,288603,838292,1740304,1616858,712351,786524,1433541,1499117,344146,9115282,202212
해외이용금액,신용카드,개인,할부,일반,0,0,0,132135,95378,0,0,125733,0,0,353246,202212
해외이용금액,신용카드,개인,현금서비스,현금서비스,5975,5707,14522,15603,20700,12704,11641,10431,23442,5941,112144,202212
해외이용금액,신용카드,법인,일시불,일반,500610,791812,532950,605308,625185,432992,457466,234662,557501,112504,4318040,202212
해외이용금액,신용카드,법인,현금서비스,현금서비스,30,3848,285,179,48,269,507,0,120,229,5230,202212
해외이용금액,직불/체크카드,개인,일반,일반,1259,84495,268345,4991,688216,482155,528891,0,379754,297561,2467322,202212
해외이용금액,직불/체크카드,법인,일반,일반,0,169612,165561,0,187297,165561,222289,0,143641,44715,933115,202212
회원수,신용카드,개인,전체회원수,합계,8971,4943,10057,12561,14209,6956,5820,11352,11493,8335,-,202212
회원수,신용카드,개인,전체회원수,본인기준회원수,8681,4920,9974,12334,13791,6914,5720,11037,11231,0,-,202212
회원수,신용카드,개인,신규회원수(월중),합계,112,69,85,126,105,61,91,116,102,44,-,202212
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,112,69,84,125,99,61,90,113,99,0,-,202212
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),71,63,95,91,98,68,51,67,65,61,-,202212
회원수,신용카드,개인,전체이용회원수,합계,6182,2527,6952,9872,11015,5038,4005,8748,8991,0,-,202212
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6159,2518,6927,9861,10989,5024,3992,8731,8948,0,-,202212
회원수,신용카드,개인,사용가능회원수(월말),합계,8251,4685,9717,11462,13141,6096,5061,10438,10456,8198,-,202212
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,8024,4665,9638,11270,12792,6059,4968,10167,10234,0,-,202212
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),0,4,5,0,3,5,3,0,6,1,-,202212
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,9,4,0,3,2,0,0,1,4,-,202212
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),34,774,531,42,177,263,207,35,449,869,-,202212
